TOT,Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
3,Relevant Features,3s,3s,1,1,1,1,full,0.6298765432098766,0.0390787058671104,0.7283950617283951,0.5432098765432098,19.0,14.0,40.0,8.0,0.5757575757575758,0.7037037037037037,0.6333333333333334
3,Relevant Features,3s,3s,1,1,1,1,diag,0.5906172839506172,0.0422907537106304,0.6790123456790124,0.3950617283950617,12.0,21.0,43.0,5.0,0.3636363636363636,0.7058823529411765,0.48
3,Relevant Features,3s,3s,1,1,1,1,spherical,0.5660493827160493,0.0414776232773638,0.6790123456790124,0.4567901234567901,12.0,21.0,43.0,5.0,0.3636363636363636,0.7058823529411765,0.48
3,Relevant Features,3s,3s,1,1,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,1,2,diag,0.4288888888888887,0.0555039540877228,0.6296296296296297,0.3950617283950617,16.0,17.0,35.0,13.0,0.4848484848484848,0.5517241379310345,0.5161290322580646
3,Relevant Features,3s,3s,1,1,1,2,spherical,0.5428395061728394,0.0462742334260089,0.6666666666666666,0.4074074074074074,25.0,8.0,29.0,19.0,0.7575757575757576,0.5681818181818182,0.6493506493506495
3,Relevant Features,3s,3s,1,1,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,1,3,spherical,0.4639506172839506,0.0454676457823123,0.5925925925925926,0.3580246913580246,26.0,7.0,22.0,26.0,0.7878787878787878,0.5,0.6117647058823529
3,Relevant Features,3s,3s,1,1,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,1,4,spherical,0.4141975308641975,0.0337366998072585,0.5061728395061729,0.3333333333333333,31.0,2.0,10.0,38.0,0.9393939393939394,0.4492753623188406,0.6078431372549019
3,Relevant Features,3s,3s,1,1,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,1,diag,0.4325925925925925,0.0632629021416183,0.6666666666666666,0.3950617283950617,16.0,17.0,38.0,10.0,0.4848484848484848,0.6153846153846154,0.5423728813559322
3,Relevant Features,3s,3s,1,1,2,1,spherical,0.5188888888888887,0.0595275562214911,0.6296296296296297,0.3580246913580246,20.0,13.0,31.0,17.0,0.6060606060606061,0.5405405405405406,0.5714285714285714
3,Relevant Features,3s,3s,1,1,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,1,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,1,diag,0.5928395061728395,0.0017283950617284,0.6049382716049383,0.5925925925925926,1.0,32.0,48.0,0.0,0.0303030303030303,1.0,0.0588235294117647
3,Relevant Features,3s,3s,1,2,1,1,spherical,0.6135802469135804,0.0290320395464317,0.691358024691358,0.5555555555555556,11.0,22.0,45.0,3.0,0.3333333333333333,0.7857142857142857,0.4680851063829786
3,Relevant Features,3s,3s,1,2,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,2,diag,0.5683950617283952,0.0519669504437582,0.6296296296296297,0.382716049382716,22.0,11.0,29.0,19.0,0.6666666666666666,0.5365853658536586,0.5945945945945946
3,Relevant Features,3s,3s,1,2,1,2,spherical,0.5762962962962963,0.0487577740509854,0.7037037037037037,0.4444444444444444,16.0,17.0,41.0,7.0,0.4848484848484848,0.6956521739130435,0.5714285714285715
3,Relevant Features,3s,3s,1,2,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,3,spherical,0.557037037037037,0.0520946695481992,0.6666666666666666,0.4320987654320987,24.0,9.0,30.0,18.0,0.7272727272727273,0.5714285714285714,0.64
3,Relevant Features,3s,3s,1,2,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,1,4,spherical,0.5072839506172839,0.0444819800344178,0.6296296296296297,0.382716049382716,27.0,6.0,24.0,24.0,0.8181818181818182,0.5294117647058824,0.6428571428571428
3,Relevant Features,3s,3s,1,2,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,1,diag,0.5753086419753086,0.0400045722123941,0.6172839506172839,0.382716049382716,3.0,30.0,47.0,1.0,0.0909090909090909,0.75,0.1621621621621621
3,Relevant Features,3s,3s,1,2,2,1,spherical,0.5812345679012345,0.0469681294298258,0.6790123456790124,0.4444444444444444,15.0,18.0,40.0,8.0,0.4545454545454545,0.6521739130434783,0.5357142857142857
3,Relevant Features,3s,3s,1,2,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,2,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,1,spherical,0.5891358024691358,0.0229031479018374,0.6296296296296297,0.5308641975308642,6.0,27.0,45.0,3.0,0.1818181818181818,0.6666666666666666,0.2857142857142857
3,Relevant Features,3s,3s,1,3,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,2,spherical,0.5718518518518518,0.0352611266234426,0.654320987654321,0.4938271604938271,8.0,25.0,45.0,3.0,0.2424242424242424,0.7272727272727273,0.3636363636363636
3,Relevant Features,3s,3s,1,3,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,3,spherical,0.5419753086419753,0.0507075377232416,0.6666666666666666,0.419753086419753,21.0,12.0,33.0,15.0,0.6363636363636364,0.5833333333333334,0.6086956521739131
3,Relevant Features,3s,3s,1,3,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,1,4,spherical,0.5181481481481481,0.0467004580773731,0.6296296296296297,0.3950617283950617,20.0,13.0,31.0,17.0,0.6060606060606061,0.5405405405405406,0.5714285714285714
3,Relevant Features,3s,3s,1,3,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,1,spherical,0.5619753086419752,0.0382309620913404,0.6419753086419753,0.4444444444444444,17.0,16.0,35.0,13.0,0.5151515151515151,0.5666666666666667,0.5396825396825397
3,Relevant Features,3s,3s,1,3,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,3,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,1,spherical,0.5846913580246914,0.0223262312206564,0.6419753086419753,0.5308641975308642,5.0,28.0,47.0,1.0,0.1515151515151515,0.8333333333333334,0.2564102564102564
3,Relevant Features,3s,3s,1,4,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,2,spherical,0.5688888888888889,0.0386354666549504,0.6666666666666666,0.4444444444444444,12.0,21.0,42.0,6.0,0.3636363636363636,0.6666666666666666,0.4705882352941177
3,Relevant Features,3s,3s,1,4,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,3,spherical,0.5380246913580247,0.0420543917331485,0.6296296296296297,0.4444444444444444,16.0,17.0,35.0,13.0,0.4848484848484848,0.5517241379310345,0.5161290322580646
3,Relevant Features,3s,3s,1,4,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,1,4,spherical,0.5293827160493826,0.0519188279962382,0.654320987654321,0.382716049382716,21.0,12.0,32.0,16.0,0.6363636363636364,0.5675675675675675,0.6000000000000001
3,Relevant Features,3s,3s,1,4,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,1,spherical,0.56679012345679,0.0372051739104448,0.654320987654321,0.4444444444444444,10.0,23.0,43.0,5.0,0.303030303030303,0.6666666666666666,0.4166666666666666
3,Relevant Features,3s,3s,1,4,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,1,4,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,1,diag,0.5930864197530865,0.0057695414545915,0.6172839506172839,0.5679012345679012,4.0,29.0,46.0,2.0,0.1212121212121212,0.6666666666666666,0.2051282051282051
3,Relevant Features,3s,3s,2,1,1,1,spherical,0.6106172839506173,0.0322607498722482,0.7037037037037037,0.5308641975308642,9.0,24.0,48.0,0.0,0.2727272727272727,1.0,0.4285714285714285
3,Relevant Features,3s,3s,2,1,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,2,diag,0.5739506172839506,0.0432801897051231,0.6419753086419753,0.419753086419753,20.0,13.0,32.0,16.0,0.6060606060606061,0.5555555555555556,0.5797101449275361
3,Relevant Features,3s,3s,2,1,1,2,spherical,0.5796296296296297,0.049084749207731,0.6666666666666666,0.382716049382716,15.0,18.0,39.0,9.0,0.4545454545454545,0.625,0.5263157894736842
3,Relevant Features,3s,3s,2,1,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,3,spherical,0.55679012345679,0.0565615367355817,0.6666666666666666,0.3950617283950617,23.0,10.0,31.0,17.0,0.696969696969697,0.575,0.6301369863013698
3,Relevant Features,3s,3s,2,1,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,1,4,spherical,0.5087654320987655,0.0443859354247142,0.6296296296296297,0.419753086419753,23.0,10.0,28.0,20.0,0.696969696969697,0.5348837209302325,0.6052631578947368
3,Relevant Features,3s,3s,2,1,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,1,diag,0.5741975308641976,0.0399471911729643,0.6172839506172839,0.4444444444444444,3.0,30.0,47.0,1.0,0.0909090909090909,0.75,0.1621621621621621
3,Relevant Features,3s,3s,2,1,2,1,spherical,0.585432098765432,0.0452997266433058,0.691358024691358,0.4567901234567901,13.0,20.0,43.0,5.0,0.3939393939393939,0.7222222222222222,0.5098039215686274
3,Relevant Features,3s,3s,2,1,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,1,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,1,spherical,0.5851851851851851,0.0200593540855208,0.6296296296296297,0.5185185185185185,6.0,27.0,45.0,3.0,0.1818181818181818,0.6666666666666666,0.2857142857142857
3,Relevant Features,3s,3s,2,2,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,2,spherical,0.5676543209876543,0.0320027052659264,0.6419753086419753,0.4814814814814814,12.0,21.0,40.0,8.0,0.3636363636363636,0.6,0.4528301886792453
3,Relevant Features,3s,3s,2,2,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,3,spherical,0.5548148148148148,0.0428315003014897,0.6666666666666666,0.4444444444444444,16.0,17.0,38.0,10.0,0.4848484848484848,0.6153846153846154,0.5423728813559322
3,Relevant Features,3s,3s,2,2,1,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,1,4,spherical,0.5438271604938271,0.0478902558374476,0.654320987654321,0.4074074074074074,19.0,14.0,34.0,14.0,0.5757575757575758,0.5757575757575758,0.5757575757575758
3,Relevant Features,3s,3s,2,2,2,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,1,spherical,0.5712345679012345,0.0325165124009749,0.654320987654321,0.4814814814814814,6.0,27.0,47.0,1.0,0.1818181818181818,0.8571428571428571,0.3
3,Relevant Features,3s,3s,2,2,2,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,2,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,3,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,1,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,2,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,3,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,4,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,4,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,2,4,4,spherical,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,1,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,1,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,1,spherical,0.5892592592592591,0.0230870799403855,0.6296296296296297,0.5308641975308642,4.0,29.0,47.0,1.0,0.1212121212121212,0.8,0.2105263157894737
3,Relevant Features,3s,3s,2,3,1,2,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,2,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,2,spherical,0.57679012345679,0.0327605102036977,0.654320987654321,0.4814814814814814,5.0,28.0,48.0,0.0,0.1515151515151515,1.0,0.2631578947368421
3,Relevant Features,3s,3s,2,3,1,3,full,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,3,diag,,,,,,,,,,,
3,Relevant Features,3s,3s,2,3,1,3,spherical,0.5692592592592591,0.0392311025670542,0.7037037037037037,0.4691358024691358,10.0,23.0,47.0,1.0,0.303030303030303,0.9090909090909092,0.4545454545454545
3,Relevant Features,3s,3s,2,3,1,4,full,,,,,,,,,,,
